obs_fcd,dam_jp,dam_kana,pref,town,river,operator,latitude,longitude,address,normal_high_stage_m,min_stage_m
2053100700016,エルムダム,えるむだむ,北海道道央,赤平市,赤間沢川,農林水産省北海道開発局管内,43.6088056,142.0818056,北海道赤平市百戸町北520番,427,403
2053100700017,双葉ダム,ふたばだむ,北海道道央,虻田郡京極町,ペーペナイ川,農林水産省北海道開発局管内,42.9112778,140.9355556,虻田郡京極町字春日,412.5,389.5
2053100700018,真駒内ダム,まこまないだむ,北海道道南,久遠郡せたな町,真駒内川,農林水産省北海道開発局管内,42.4823333,139.9096667,北海道久遠郡せたな町北檜山区松岡１５８番１地先,75.54,62.1
2053100700019,穂別ダム,ほべつだむ,北海道道南,勇払郡むかわ町,穂別川,農林水産省北海道開発局管内,42.8848611,142.1794444,北海道勇払郡むかわ町穂別長和,173.2,158.9
2053100700020,美生ダム,びせいだむ,北海道道東,河西郡芽室町,美生川,農林水産省北海道開発局管内,42.8056944,142.8518056,北海道河西郡芽室町伏美２番地,400.7,389.2
2053100700021,幕別ダム,まくべつだむ,北海道道東,中川郡幕別町,稲士別川,農林水産省北海道開発局管内,42.8738889,143.2786667,北海道中川郡幕別町字日新３４番１地先,76.9,65.5
2053100700022,古梅ダム,ふるうめだむ,北海道道東,網走郡美幌町,石切川,農林水産省北海道開発局管内,43.6986944,144.2261389,北海道網走郡美幌町字古梅５８６番地,210.5,187
2053100700023,富里ダム,とみさとだむ,北海道道東,北見市,仁頃川,農林水産省北海道開発局管内,43.8553611,143.7531667,北海道北見市本沢,251.15,229.4
2053100700024,御料ダム,ごりょうだむ,北海道道北,名寄市,長根川,農林水産省北海道開発局管内,44.2426389,142.5002778,北海道名寄市風連町字日進,158.07,146.25
2053100700025,風連ダム,ふうれんだむ,北海道道北,名寄市,風連別川,農林水産省北海道開発局管内,44.2218333,142.5624722,北海道名寄市風連町字日進,251.7,238.9
2053100700080,恵岱別ダム,えたいべつだむ,北海道道央,雨竜郡北竜町,恵岱別川,農林水産省北海道開発局管内,43.7439444,141.7194444,北海道雨竜郡北竜町字竜西空知森林管里署北空知支所445林班ハ小班地先,213,193.92
2053100700081,雨煙内ダム,うえんないだむ,北海道道央,雨竜郡幌加内町,雨煙内川,農林水産省北海道開発局管内,44.0106111,142.1866667,北海道雨竜郡幌加内町字雨煙内６５３７番の４,197.5,182.35
2053100700082,中和ダム,ちゅうわだむ,北海道道北,上川郡和寒町,剣淵川,農林水産省北海道開発局管内,43.9811389,142.3778333,北海道上川郡和寒町字南丘,182.68,171.97
2053100700083,温根別ダム,おんねべつだむ,北海道道北,士別市,犬牛別川,農林水産省北海道開発局管内,44.0929167,142.2220278,北海道士別市温根別町,219.8,206
2053200700026,西郷ダム,にしごうだむ,福島県,西白河郡西郷村,鳥首川,農林水産省東北地整管内,37.1848333,140.0788333,福島県西白河郡西郷村大字鶴生字黒土,650,628
2053200700028,山王海ダム,さんのうかいだむ,岩手県,紫波郡紫波町,滝名川,農林水産省東北地整管内,39.5475278,141.0649444,岩手県紫波郡紫波町土館山王海国有林内,302,267
2053200700029,豊沢ダム,とよさわだむ,岩手県,花巻市,豊沢川,農林水産省東北地整管内,39.4805833,140.9742778,岩手県花巻市南豊沢山地先　,299.5,259.92
2053200700030,葛丸ダム,くずまるだむ,岩手県,花巻市,葛丸川,農林水産省東北地整管内,39.5127222,141.0523889,岩手県花巻市石鳥谷町大瀬川地先,269.1,246.7
2053200700031,相川ダム,あいかわだむ,岩手県,一関市,相川,農林水産省東北地整管内,38.7957222,141.2829444,岩手県一関市藤沢町黄海地先,95,77.7
2053200700033,煙山ダム,けむやまだむ,岩手県,紫波郡矢巾町,岩崎川,農林水産省東北地整管内,39.6159167,141.09925,岩手県紫波郡矢巾町字煙山,194,187.1
2053200700034,千松ダム,せんまつだむ,岩手県,一関市,二股川,農林水産省東北地整管内,38.8008889,141.4134722,岩手県一関市藤沢町大籠字大籠,158.5,148.5
2053200700035,大志田ダム,おおしだだむ,岩手県,二戸郡一戸町,平糠川,農林水産省東北地整管内,40.0891111,141.2956389,岩手県二戸郡一戸町宇別道白地先,388.1,369.9
2053200700036,早瀬野ダム,はやせのだむ,青森県,南津軽郡大鰐町,虹貝川,農林水産省東北地整管内,40.4671944,140.5454167,青森県南津軽郡大鰐町大字早瀬野地先,196,162.5
2053200700037,小田川ダム,おだがわだむ,青森県,五所川原市,小田川,農林水産省東北地整管内,40.8886111,140.5407222,青森県五所川原市金木町嘉瀬地先,103,83.4
2053200700038,浪岡ダム,なみおかだむ,青森県,青森市,王余魚沢川,農林水産省東北地整管内,40.7194167,140.6746389,青森県青森市浪岡大字王余魚沢字片子都谷森地先,157.8,123.7
2053200700039,二庄内ダム,にしょうないだむ,青森県,黒石市,二庄内川,農林水産省東北地整管内,40.5881111,140.7286667,青森県黒石市大字二庄内地先,387,335.5
2053200700040,新小戸六ダム,しんこどろくだむ,青森県,つがる市,山田川,農林水産省東北地整管内,40.7675278,140.3296111,青森県つがる市森田町床舞字鶴喰地先,30.26,17.26
2053200700042,桝沢ダム,ますざわだむ,山形県,最上郡金山町,舛沢川,農林水産省東北地整管内,38.8590556,140.3777778,山形県最上郡金山町大字下野明字桝沢地先,244,205
2053200700043,三又ダム,みつまただむ,山形県,鶴岡市,京田川,農林水産省東北地整管内,38.6540278,139.9833889,山形県鶴岡市羽黒町川代,336.3,332.8
2053200700085,岩洞ダム,がんどうだむ,岩手県,盛岡市,丹藤川,農林水産省東北地整管内,39.8269444,141.3733333,岩手県盛岡市玉山区薮川,697,686
2053200700111,大柿ダム,おおがきだむ,福島県,双葉郡浪江町,請戸川,農林水産省東北地整管内,37.5163889,140.8855556,福島県双葉郡浪江町大字室原,,
2053300700044,御前山ダム,ごぜんやまだむ,茨城県,常陸大宮市,相川,農林水産省関東地整管内,36.5530556,140.2875,茨城県常陸大宮市上伊勢畑,68,46
2053300700045,深山ダム,みやまだむ,栃木県,那須塩原市,那珂川,農林水産省関東地整管内,37.0891667,139.9044444,栃木県那須塩原市百村字深山地先,753,721
2053300700046,板室ダム,いたむろだむ,栃木県,那須塩原市,那珂川,農林水産省関東地整管内,37.0569444,139.9308333,栃木県那須塩原市板室字塩沢８４１番地,517.8,513.5
2053400700047,羽鳥ダム,はとりだむ,福島県,岩瀬郡天栄村,鶴沼川,農林水産省北陸地整管内,37.2713889,140.0752778,福島県岩瀬郡天栄村大字羽鳥字刈又,686,664
2053400700048,大深沢調整池,おおふかさわちょうせつち,福島県,喜多方市,大深沢,農林水産省北陸地整管内,37.5958333,139.9325,福島県喜多方市塩川町中屋沢字大深沢,258,244
2053400700049,新宮川ダム,しんみやかわだむ,福島県,大沼郡会津美里町,宮川,農林水産省北陸地整管内,37.3638889,139.7808333,福島県大沼郡会津美里町松坂字清水端,513.2,481.7
2053400700050,笹ヶ峰ダム,ささがみねだむ,新潟県,妙高市,関川,農林水産省北陸地整管内,36.8580556,138.0755556,新潟県妙高市大字杉野沢字宇棚,1220.3,1203
2053400700051,五位ダム,ごいだむ,富山県,高岡市,子撫川,農林水産省北陸地整管内,36.7525,136.8830556,富山県高岡市福岡町五位字島崎1669番外,187.6,161
2053400700122,外山ダム,とやまだむ,新潟県,佐渡市,羽茂川,農林水産省北陸地整管内,37.9152778,138.4033333,新潟県佐渡市上川茂地内,,
2053400700124,後谷ダム,うしろだにだむ,新潟県,柏崎市,鯖石川管内,農林水産省北陸地整管内,37.49,138.6802778,新潟県柏崎市西山町別山字蒲ヶ入地内,,
2053400700125,小倉ダム,おぐらだむ,新潟県,佐渡市,小倉川,農林水産省北陸地整管内,37.9516667,138.4427778,新潟県佐渡市大字小倉字西ノ平地,,
2053400700126,栃ヶ原ダム,とちがはらだむ,新潟県,柏崎市,境川,農林水産省北陸地整管内,37.1819444,138.6361111,新潟県柏崎市高柳町栃ヶ原地内,,
2053400700127,市野新田ダム,いちのしんでん,新潟県,柏崎市,石橋川,農林水産省北陸地整管内,37.2411111,138.5338889,新潟県柏崎市大字女谷,,
2053500700052,羽布ダム,はぶだむ,愛知県,豊田市,巴川,農林水産省中部地整管内,35.0350556,137.3979722,愛知県豊田市羽布町草木,467,432
2053600700053,山田ダム,やまだだむ,和歌山県,紀の川市,野田原川,農林水産省近畿地整管内,34.1934444,135.334,和歌山県紀の川市貴志川町高尾字梅ヶ内,93.6,68
2053600700054,野洲川ダム,やすがわだむ,滋賀県,甲賀市,野洲川,農林水産省近畿地整管内,34.9766667,136.3513889,滋賀県甲賀市土山町大河原,389.5,366
2053600700055,蔵王ダム,ざおうだむ,滋賀県,蒲生郡日野町,日野川,農林水産省近畿地整管内,34.9844444,136.3030556,滋賀県蒲生郡日野町蔵王,305.1,279.6
2053600700056,上津ダム,かみつだむ,奈良県,山辺郡山添村,遅瀬川,農林水産省近畿地整管内,34.6716111,136.0275833,奈良県山辺郡山添村西波多字ドウドウ３６５番地先,323.5,293.5
2053600700057,鴨川ダム,かもがわだむ,兵庫県,加東市,鴨川,農林水産省近畿地整管内,34.9300278,135.0722222,兵庫県加東市黒谷,141.77,113.22
2053600700078,一の木ダム,いちのきだむ,奈良県,五條市,古田川,農林水産省近畿地整管内,34.3286944,135.7247222,奈良県五條市西吉野町湯塩,178.3,162.9
2053600700141,常盤ダム,ときわだむ,兵庫県,淡路市,野島川,農林水産省近畿地整管内,34.5522222,134.9555556,兵庫県淡路市常盤,,
2053600700142,谷山ダム,たにやまだむ,兵庫県,淡路市,楠本川,農林水産省近畿地整管内,34.5636111,134.9941667,兵庫県淡路市楠本,,
2053600700143,島ノ瀬ダム,しまのせだむ,和歌山県,日高郡みなべ町,南部川,農林水産省近畿地整管内,33.8436111,135.3736111,和歌山県日高郡みなべ町大字東神野川字黒松,,
2053700700058,西原ダム,にしはらだむ,岡山県,勝田郡奈義町,長谷川,農林水産省中国地整管内,35.1258333,134.2011111,岡山県勝田郡奈義町西原字上月,268,245
2053700700059,京丸ダム,きょうまるだむ,広島県,世羅郡世羅町,京丸川,農林水産省中国地整管内,34.6088889,133.0086111,広島県世羅郡世羅町大字京丸,395.2,387
2053700700060,目谷ダム,めたにだむ,広島県,世羅郡世羅町,黒淵川,農林水産省中国地整管内,34.6386111,132.9780556,広島県世羅郡世羅町大字徳市字目谷地内,379.6,357.2
2053700700061,下蚊屋ダム,さがりかやだむ,鳥取県,日野郡江府町,俣野川,農林水産省中国地整管内,35.2941667,133.5541667,鳥取県日野郡江府町大字助沢字後山511、字川平486-1,492.45,465
2053700700079,坂根ダム,さかねだむ,島根県,仁多郡奥出雲町,室原川,農林水産省中国地整管内,35.095,133.1116667,島根県仁多郡奥出雲町八川2540番1地先,629.8,608.6
2053700700145,西高尾ダム,にしたかおだむ,鳥取県,東伯郡北栄町,西高尾川,農林水産省中国地整管内,35.4405556,133.7002778,鳥取県東伯郡北栄町西高尾,,
2053700700146,小田股ダム,こだまただむ,鳥取県,東伯郡琴浦町,洗川,農林水産省中国地整管内,35.4425,133.6425,鳥取県東伯郡琴浦町,,
2053700700147,船上山ダム,せんじょうざんだむ,鳥取県,東伯郡琴浦町,勝田川,農林水産省中国地整管内,35.4277778,133.6080556,鳥取県東伯郡琴浦町,,
2053800700062,佐古ダム,さこだむ,愛媛県,東温市,佐川川,農林水産省四国地整管内,33.7663056,132.8749444,愛媛県東温市下林,144.1,128.2
2053800700063,横谷調整池ダム,よこたにちょうせいちだむ,愛媛県,松山市,横谷川,農林水産省四国地整管内,33.8589722,132.8168889,愛媛県松山市食場,106.5,93.7
2053800700086,面河ダム,おもごだむ,愛媛県,上浮穴郡久万高原町,割石川,農林水産省四国地整管内,33.7177778,133.0327778,愛媛県上浮穴郡久万高原町大字仙野,680,635
2053800700148,志河川ダム,しこがわだむ,愛媛県,西条市,志河川,農林水産省四国地整管内,33.8513889,133.0238889,愛媛県西条市丹原町字志川,,
2053900700064,切原ダム,きりばるだむ,宮崎県,児湯郡川南町,切原川,農林水産省九州地整管内,32.2183056,131.4671944,宮崎県児湯郡川南町大字川南字大内藪,263.3,234.4
2053900700065,広沢ダム,ひろさわだむ,宮崎県,東諸県郡綾町,浦之名川,農林水産省九州地整管内,32.0068333,131.1866667,宮崎県東諸県郡綾町大字入野字小屋ヶ谷,176.2,159.2
2053900700066,天神ダム,てんじんだむ,宮崎県,都城市,境川,農林水産省九州地整管内,31.8185833,131.2302778,宮崎県都城市山之口町大字山之口字天神川原,305.5,286.2
2053900700067,木之川内ダム,このかわうちだむ,宮崎県,都城市,木之川内川,農林水産省九州地整管内,31.8696389,131.0091944,宮崎県都城市山田町山田長尾国有林,272.1,238.6
2053900700068,浜ノ瀬ダム,はまのせだむ,宮崎県,小林市,岩瀬川,農林水産省九州地整管内,32.0947222,131.0117222,宮崎県小林市須木烏田町字八重尾,377,358.2
2053900700069,中岳ダム,なかだけだむ,鹿児島県,曽於市,大淀川,農林水産省九州地整管内,31.6420556,131.0897222,鹿児島県曽於市末吉町南之郷字市林,354,322
2053900700070,谷川内ダム,たにかわうちだむ,鹿児島県,曽於市,谷川内川,農林水産省九州地整管内,31.7341667,130.94,鹿児島県曽於市財部町北俣字焼尾,292.2,264.5
2053900700071,高隈ダム,たかくまだむ,鹿児島県,鹿屋市,串良川,農林水産省九州地整管内,31.5084167,130.8594444,鹿児島県鹿屋市上高隈町小字後原,158,143
2053900700072,荒瀬ダム,あらせだむ,鹿児島県,肝属郡肝付町,荒瀬川,農林水産省九州地整管内,31.3386389,131.0116111,鹿児島県肝属郡肝付町波見字平石ノ向ヘ,144,123.6
2053900700073,合所ダム,ごうしょだむ,福岡県,うきは市,隈上川,農林水産省九州地整管内,33.3158056,130.8027222,福岡県うきは市浮羽町小塩,134,105.8
2053900700074,北山ダム,ほくざんだむ,佐賀県,佐賀市,嘉瀬川,農林水産省九州地整管内,33.4336389,130.2373056,佐賀県佐賀市富士町大字藤瀬地先,374.3,342
2053900700151,大蘇ダム,おおそ,熊本県,阿蘇郡産山村,大蘇川,農林水産省九州地整管内,32.9941667,131.2005556,熊本県阿蘇郡産山村,,
2053900700152,後川内ダム,うしろがわち,佐賀県,唐津市,後川内川,農林水産省九州地整管内,33.4455556,129.9205556,佐賀県唐津市大字後川内,,
2053900700153,日出生ダム,ひじゅう,大分県,玖珠郡玖珠町,日出生川,農林水産省九州地整管内,33.3561111,131.2488889,大分県玖珠郡玖珠町日出生字川底,,
2053900700154,輝北ダム,きほく,鹿児島県,鹿屋市,大鳥川,農林水産省九州地整管内,31.5483333,130.9008333,鹿児島県鹿屋市輝北町平房,,
2053900700155,打上ダム,うちあげ,佐賀県,唐津市,潟川,農林水産省九州地整管内,33.5072222,129.9022222,佐賀県唐津市鎮西町大字打上,,
2053900700156,藤ノ平ダム,ふじのひら,佐賀県,東松浦郡玄海町,有浦川,農林水産省九州地整管内,33.4644444,129.8855556,佐賀県東松浦郡玄海町大字藤の平,,
2053900700157,赤坂ダム,あかさか,佐賀県,唐津市,座川,農林水産省九州地整管内,33.4133333,129.8963889,佐賀県唐津市肥前町大字赤坂,,
2053900700158,高川ダム,こうがわ,鹿児島県,出水市,高川川,農林水産省九州地整管内,32.0647222,130.4119444,鹿児島県出水市下大川内平渡瀬,,
2053900700159,青鹿ダム,せいろく,宮崎県,児湯郡川南町,平田川,農林水産省九州地整管内,32.2236111,131.4825,宮崎県児湯郡川南町大字青鹿,,
2053900700160,上倉ダム,あげくら,佐賀県,唐津市,その他,農林水産省九州地整管内,33.4230556,129.8522222,佐賀県唐津市肥前町大字新木場,,
2053900700165,日指ダム,ひさしだむ,佐賀県,鹿島市,山蔵川,農林水産省九州地整管内,33.4366667,131.3013889,大分県杵築市山香町日指,,
2053900700167,徳之島ダム,とくのしま,鹿児島県,大島郡天城町,その他,農林水産省九州地整管内,27.775,128.9275,鹿児島県大島郡天城町大字瀬滝字住木野,,
2075700700001,金山ダム,かなやまだむ,北海道道北,空知郡南富良野町,空知川,札幌開発建設部,43.1272222,142.4416667,北海道空知郡南富良野町字金山,345,320
2075700700002,新桂沢ダム,しんかつらざわだむ,北海道道央,三笠市,幾春別川,札幌開発建設部,43.2394444,142.0022222,北海道三笠市桂沢,193.1,158
2075700700003,芦別ダム,あしべつだむ,北海道道央,芦別市,その他,札幌開発建設部,43.2844444,142.0994444,北海道芦別市奥芦別,335,334
2075700700004,漁川ダム,いざりがわだむ,北海道道央,恵庭市,漁川,札幌開発建設部,42.8444444,141.4483333,北海道恵庭市漁平,164.3,154.6
2075700700005,豊平峡ダム,ほうへいきょうだむ,北海道道央,札幌市,豊平川,札幌開発建設部,42.9144444,141.1541667,北海道札幌市南区定山渓7区,474.88,437.68
2075700700006,定山渓ダム,じょうざんけいだむ,北海道道央,札幌市,小樽内川,札幌開発建設部,42.985,141.1547222,北海道札幌市南区定山渓8区,381.5,325.3
2075700700009,鷹泊ダム,たかどまりだむ,北海道道央,深川市,雨竜川,北海道,43.9261111,142.0775,北海道深川市多度志町ヌップホロマップ,125,111
